[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,152,2021-06-07 19:23:26,00:01:00,00:01:30,0.5um,3143717,2.5um,19423,5.0um,706,/m3,
,,,,153,2021-06-07 19:24:56,00:01:00,00:01:30,0.5um,3166671,2.5um,20836,5.0um,706,/m3,
,,,,154,2021-06-07 19:26:26,00:01:00,00:01:30,0.5um,3239420,2.5um,14479,5.0um,1059,/m3,
,,,,155,2021-06-07 19:27:56,00:01:00,00:01:30,0.5um,3175500,2.5um,16951,5.0um,1766,/m3,
,,,,156,2021-06-07 19:29:26,00:01:00,00:01:30,0.5um,3217171,2.5um,18011,5.0um,1413,/m3,
,,,,157,2021-06-07 19:30:56,00:01:00,00:01:30,0.5um,3179385,2.5um,18364,5.0um,1413,/m3,
,,,,158,2021-06-07 19:32:26,00:01:00,00:01:30,0.5um,3152192,2.5um,17304,5.0um,1766,/m3,
,,,,159,2021-06-07 19:33:56,00:01:00,00:01:30,0.5um,3256724,2.5um,16598,5.0um,1059,/m3,
,,,,160,2021-06-07 19:35:26,00:01:00,00:01:30,0.5um,3222115,2.5um,15185,5.0um,353,/m3,
,,,,161,2021-06-07 19:36:56,00:01:00,00:01:30,0.5um,3167731,2.5um,19423,5.0um,1059,/m3,
,,,,162,2021-06-07 19:38:26,00:01:00,00:01:30,0.5um,3188567,2.5um,19070,5.0um,1413,/m3,
,,,,163,2021-06-07 19:39:56,00:01:00,00:01:30,0.5um,3192451,2.5um,17304,5.0um,1059,/m3,
,,,,164,2021-06-07 19:41:26,00:01:00,00:01:30,0.5um,3190332,2.5um,16245,5.0um,706,/m3,
,,,,165,2021-06-07 19:42:56,00:01:00,00:01:30,0.5um,3303339,2.5um,16951,5.0um,706,/m3,
,,,,166,2021-06-07 19:44:26,00:01:00,00:01:30,0.5um,3264846,2.5um,16245,5.0um,706,/m3,
,,,,167,2021-06-07 19:45:56,00:01:00,00:01:30,0.5um,3262021,2.5um,14832,5.0um,706,/m3,
,,,,168,2021-06-07 19:47:26,00:01:00,00:01:30,0.5um,3348895,2.5um,15538,5.0um,353,/m3,
,,,,169,2021-06-07 19:48:56,00:01:00,00:01:30,0.5um,3379266,2.5um,20483,5.0um,706,/m3,
,,,,170,2021-06-07 19:50:26,00:01:00,00:01:30,0.5um,3382091,2.5um,16951,5.0um,2825,/m3,
,,,,171,2021-06-07 19:51:56,00:01:00,00:01:30,0.5um,3396923,2.5um,16951,5.0um,1766,/m3,
,,,,172,2021-06-07 19:53:26,00:01:00,00:01:30,0.5um,3263787,2.5um,18717,5.0um,2119,/m3,
,,,,173,2021-06-07 19:54:56,00:01:00,00:01:30,0.5um,3231650,2.5um,15892,5.0um,353,/m3,
,,,,174,2021-06-07 19:56:26,00:01:00,00:01:30,0.5um,3219643,2.5um,16245,5.0um,706,/m3,
,,,,175,2021-06-07 19:57:56,00:01:00,00:01:30,0.5um,3321703,2.5um,19776,5.0um,3178,/m3,
,,,,176,2021-06-07 19:59:26,00:01:00,00:01:30,0.5um,3121469,2.5um,10948,5.0um,1413,/m3,
,,,,177,2021-06-07 20:00:56,00:01:00,00:01:30,0.5um,3184329,2.5um,12007,5.0um,706,/m3,
,,,,178,2021-06-07 20:02:26,00:01:00,00:01:30,0.5um,3241539,2.5um,12360,5.0um,1059,/m3,
,,,,179,2021-06-07 20:03:56,00:01:00,00:01:30,0.5um,3277206,2.5um,14479,5.0um,706,/m3,
,,,,180,2021-06-07 20:05:26,00:01:00,00:01:30,0.5um,3230591,2.5um,15538,5.0um,1413,/m3,
,,,,181,2021-06-07 20:06:56,00:01:00,00:01:30,0.5um,3182916,2.5um,12360,5.0um,1059,/m3,
,,,,182,2021-06-07 20:08:26,00:01:00,00:01:30,0.5um,3189273,2.5um,18011,5.0um,1766,/m3,
,,,,183,2021-06-07 20:09:56,00:01:00,00:01:30,0.5um,3226706,2.5um,14832,5.0um,1413,/m3,
,,,,184,2021-06-07 20:11:26,00:01:00,00:01:30,0.5um,3285682,2.5um,20129,5.0um,1413,/m3,
,,,,185,2021-06-07 20:12:56,00:01:00,00:01:30,0.5um,3447777,2.5um,21542,5.0um,1766,/m3,
,,,,186,2021-06-07 20:14:26,00:01:00,00:01:30,0.5um,3470731,2.5um,22601,5.0um,353,/m3,
,,,,187,2021-06-07 20:15:56,00:01:00,00:01:30,0.5um,3371144,2.5um,19776,5.0um,2119,/m3,
,,,,188,2021-06-07 20:17:26,00:01:00,00:01:30,0.5um,3429060,2.5um,17657,5.0um,1766,/m3,
,,,,189,2021-06-07 20:18:56,00:01:00,00:01:30,0.5um,3361962,2.5um,16245,5.0um,706,/m3,
,,,,190,2021-06-07 20:20:26,00:01:00,00:01:30,0.5um,3337595,2.5um,16951,5.0um,706,/m3,
